submitted_id	current_id	converted_id	current_symbol
FBgn0033735	FBgn0033735	FBgn0033735	CG8525
FBgn0036830	FBgn0036830	FBgn0036830	CG14077
FBgn0020616	FBgn0020616	FBgn0020616	SA
FBgn0031491	FBgn0031491	FBgn0031491	alpha4GT1
FBgn0019925	FBgn0019925	FBgn0019925	Surf4
FBgn0033246	FBgn0033246	FBgn0033246	ACC
FBgn0030259	FBgn0030259	FBgn0030259	CG1545
FBgn0013347	FBgn0013347	FBgn0013347	TfIIA-S
FBgn0027616	FBgn0027616	FBgn0027616	YT521-B
FBgn0040877	FBgn0040877	FBgn0040877	CG12994
FBgn0035424	FBgn0035424	FBgn0035424	CG11505
FBgn0032600	FBgn0032600	FBgn0032600	BuGZ
FBgn0038587	FBgn0262559	FBgn0262559	Mdh2
FBgn0039369	FBgn0039369	FBgn0039369	CG17195
FBgn0035001	FBgn0035001	FBgn0035001	Slik
FBgn0037516	FBgn0037516	FBgn0037516	CG11286
FBgn0036751	FBgn0036751	FBgn0036751	Adgf-B
FBgn0035975	FBgn0035975	FBgn0035975	PGRP-LA
FBgn0052259	FBgn0052259	FBgn0052259	CG32259
FBgn0037850	FBgn0037850	FBgn0037850	CG14695
FBgn0004618	FBgn0004618	FBgn0004618	gl
FBgn0032781	FBgn0032781	FBgn0032781	RtcB
FBgn0031997	FBgn0031997	FBgn0031997	PGAP5
FBgn0053825	FBgn0053825	FBgn0053825	His1:CG33825
FBgn0034766	FBgn0034766	FBgn0034766	Obp59a
FBgn0022268	FBgn0267330	FBgn0267330	KdelR
FBgn0036937	FBgn0036937	FBgn0036937	Ir76b
FBgn0036707	FBgn0036707	FBgn0036707	CG13724
FBgn0052687	FBgn0052687	FBgn0052687	CG32687
FBgn0000611	FBgn0000611	FBgn0000611	exd
FBgn0034502	FBgn0034502	FBgn0034502	CG13871
FBgn0043903	FBgn0043903	FBgn0043903	dome
FBgn0036415	FBgn0036415	FBgn0036415	CG7768
FBgn0051274	FBgn0051274	FBgn0051274	CG31274
FBgn0001124	FBgn0001124	FBgn0001124	Got1
FBgn0035083	FBgn0035083	FBgn0035083	Tina-1
FBgn0040208	FBgn0040208	FBgn0040208	Kat60
FBgn0003057	FBgn0003057	FBgn0003057	CG10598
FBgn0031144	FBgn0031144	FBgn0031144	CG1529
FBgn0044328	FBgn0044328	FBgn0044328	CG32052
FBgn0031453	FBgn0031453	FBgn0031453	Bacc
FBgn0035693	FBgn0035693	FBgn0035693	CG8219
FBgn0035027	FBgn0035027	FBgn0035027	CG3511
FBgn0031528	FBgn0031528	FBgn0031528	CG15412
FBgn0053499	FBgn0053499	FBgn0053499	Sdic4
FBgn0039696	FBgn0039696	FBgn0039696	CG7837
FBgn0030252	FBgn0263705	FBgn0263705	Myo10A
FBgn0037171	FBgn0037171	FBgn0037171	CG14459
FBgn0053490	FBgn0053490	FBgn0053490	CG33490
FBgn0029941	FBgn0029941	FBgn0029941	CG1677
FBgn0038525	FBgn0038525	FBgn0038525	CG14329
FBgn0028341	FBgn0028341	FBgn0028341	Ptpmeg2
FBgn0085396	FBgn0085396	FBgn0085396	CG34367
FBgn0037579	FBgn0037579	FBgn0037579	COX7AL
FBgn0032448	FBgn0032448	FBgn0032448	CG5781
FBgn0037217	FBgn0037217	FBgn0037217	CG14636
FBgn0051624	FBgn0051624	FBgn0051624	CG31624
FBgn0033029	FBgn0033029	FBgn0033029	Not3
FBgn0034569	FBgn0034569	FBgn0034569	dgt3
FBgn0000472	FBgn0262656	FBgn0262656	Myc
FBgn0001149	FBgn0001149	FBgn0001149	GstD1
FBgn0034539	FBgn0034539	FBgn0034539	CG11159
FBgn0034542	FBgn0034542	FBgn0034542	Fem-1
FBgn0041247	FBgn0041247	FBgn0041247	Gr28a
FBgn0033083	FBgn0266518	FBgn0266518	Dpit47
FBgn0260394	FBgn0262592	FBgn0262592	CG43127
FBgn0033932	FBgn0033932	FBgn0033932	Dh44-R1
FBgn0030700	FBgn0030700	FBgn0030700	CG15914
FBgn0032000	FBgn0032000	FBgn0032000	CG8372
FBgn0026090	FBgn0026090	FBgn0026090	CG14812
FBgn0037878	FBgn0037878	FBgn0037878	CG6693
FBgn0033187	FBgn0033187	FBgn0033187	CG2144
FBgn0010488	FBgn0010488	FBgn0010488	NAT1
FBgn0004878	FBgn0004878	FBgn0004878	cas
FBgn0000116	FBgn0000116	FBgn0000116	Argk
FBgn0037416	FBgn0037416	FBgn0037416	Osi9
FBgn0034487	FBgn0034487	FBgn0034487	Efhc1.2
FBgn0032634	FBgn0032634	FBgn0032634	Rpb11
FBgn0033104	FBgn0033104	FBgn0033104	CG15237
FBgn0028863	FBgn0028863	FBgn0028863	CG4587
FBgn0030998	FBgn0030998	FBgn0030998	CG14195
FBgn0051690	FBgn0051690	FBgn0051690	CG31690
FBgn0039648	FBgn0039648	FBgn0039648	CG14515
FBgn0035547	FBgn0035547	FBgn0035547	CG15022
FBgn0036557	FBgn0036557	FBgn0036557	mRpS31
FBgn0038275	FBgn0038275	FBgn0038275	CG3817
FBgn0011582	FBgn0011582	FBgn0011582	Dop1R1
FBgn0017581	FBgn0017581	FBgn0017581	Lk6
FBgn0038956	FBgn0038956	FBgn0038956	CG5379
FBgn0038510	FBgn0038510	FBgn0038510	CG14331
FBgn0038330	FBgn0038330	FBgn0038330	CG14868
FBgn0038001	FBgn0038001	FBgn0038001	CG17404
FBgn0033275	FBgn0033275	FBgn0033275	CG14756
FBgn0035718	FBgn0035718	FBgn0035718	CG14820
FBgn0029105	FBgn0029105	FBgn0029105	alpha-catenin-related
FBgn0033499	FBgn0033499	FBgn0033499	CG12914
FBgn0037533	FBgn0037533	FBgn0037533	CD98hc
FBgn0259176	FBgn0259176	FBgn0259176	bun
FBgn0037930	FBgn0037930	FBgn0037930	CG14715
FBgn0023216	FBgn0023216	FBgn0023216	Parg
FBgn0033382	FBgn0033382	FBgn0033382	Hydr1
FBgn0034554	FBgn0034554	FBgn0034554	CG15227
FBgn0033431	FBgn0033431	FBgn0033431	CG1827
FBgn0035842	FBgn0035842	FBgn0035842	CG7504
FBgn0034583	FBgn0034583	FBgn0034583	CG10527
FBgn0033899	FBgn0033899	FBgn0033899	CG13016
FBgn0261599	FBgn0261599	FBgn0261599	RpS29
FBgn0038210	FBgn0038210	FBgn0038210	CG3199
FBgn0027527	FBgn0027527	FBgn0027527	Osi6
FBgn0050183	FBgn0050183	FBgn0050183	CG30183
FBgn0036685	FBgn0036685	FBgn0036685	CG6664
FBgn0039182	FBgn0039182	FBgn0039182	CG5728
FBgn0026721	FBgn0026721	FBgn0026721	fat-spondin
FBgn0037415	FBgn0037415	FBgn0037415	Osi8
FBgn0085324	FBgn0085324	FBgn0085324	CG34295
FBgn0003416	FBgn0003416	FBgn0003416	sl
FBgn0032393	FBgn0032393	FBgn0032393	CG12264
FBgn0032563	FBgn0032563	FBgn0032563	CG15258
FBgn0040305	FBgn0040305	FBgn0040305	MTF-1
FBgn0030589	FBgn0030589	FBgn0030589	CG9519
FBgn0030722	FBgn0030722	FBgn0030722	CG12395
FBgn0030943	FBgn0030943	FBgn0030943	CG6540
FBgn0039337	FBgn0039337	FBgn0039337	MED28
FBgn0042129	FBgn0042129	FBgn0042129	OS9
FBgn0038398	FBgn0038398	FBgn0038398	sxe2
FBgn0034657	FBgn0034657	FBgn0034657	LBR
FBgn0029762	FBgn0029762	FBgn0029762	NAAT1
FBgn0034915	FBgn0034915	FBgn0034915	eIF6
FBgn0035137	FBgn0035137	FBgn0035137	CG1233
FBgn0035786	FBgn0035786	FBgn0035786	Tsp66A
FBgn0016926	FBgn0016926	FBgn0016926	Pino
FBgn0016075	FBgn0016075	FBgn0016075	vkg
FBgn0000308	FBgn0000308	FBgn0000308	chic
FBgn0032364	FBgn0032364	FBgn0032364	CG4970
FBgn0034094	FBgn0034094	FBgn0034094	Tsf3
FBgn0027932	FBgn0027932	FBgn0027932	Akap200
FBgn0051404	FBgn0051404	FBgn0051404	CG31404
FBgn0039189	FBgn0039189	FBgn0039189	CG18528
FBgn0250869	FBgn0250869	FBgn0250869	CG42240
FBgn0013981	FBgn0013981	FBgn0013981	His4r
FBgn0029656	FBgn0029656	FBgn0029656	CG10793
FBgn0026567	FBgn0262801	FBgn0262801	twr
FBgn0035325	FBgn0035325	FBgn0035325	CG13806
FBgn0051741	FBgn0051741	FBgn0051741	CG31741
FBgn0026741	FBgn0026741	FBgn0026741	mRpL18
FBgn0031324	FBgn0031324	FBgn0031324	CG14342
FBgn0027342	FBgn0027342	FBgn0027342	fz4
FBgn0000137	FBgn0000137	FBgn0000137	ase
FBgn0034572	FBgn0034572	FBgn0034572	CG9346
FBgn0010288	FBgn0010288	FBgn0010288	Uch
FBgn0032907	FBgn0032907	FBgn0032907	CG9272
FBgn0051155	FBgn0051155	FBgn0051155	Rpb7
FBgn0034223	FBgn0034223	FBgn0034223	Tes
FBgn0037360	FBgn0037360	FBgn0037360	CG2182
FBgn0054030	FBgn0054030	FBgn0054030	CG34030
FBgn0034296	FBgn0034296	FBgn0034296	CG10912
FBgn0001169	FBgn0001169	FBgn0001169	H
FBgn0051374	FBgn0051374	FBgn0051374	sals
FBgn0052713	FBgn0052713	FBgn0052713	CG32713
FBgn0052391	FBgn0052391	FBgn0052391	CG32391
FBgn0003401	FBgn0003401	FBgn0003401	shu
FBgn0004509	FBgn0004509	FBgn0004509	Fur1
FBgn0029525	FBgn0029525	FBgn0029525	CG18273
FBgn0032084	FBgn0032084	FBgn0032084	CG13101
FBgn0032908	FBgn0032908	FBgn0032908	CG9270
FBgn0036285	FBgn0036285	FBgn0036285	toe
FBgn0028665	FBgn0028665	FBgn0028665	VhaAC39-1
FBgn0033050	FBgn0033050	FBgn0033050	Pngl
FBgn0033372	FBgn0033372	FBgn0033372	CG13742
FBgn0033379	FBgn0033379	FBgn0033379	Mys45A
FBgn0032029	FBgn0032029	FBgn0032029	CG17292
FBgn0029880	FBgn0029880	FBgn0029880	CG14443
FBgn0030792	FBgn0030792	FBgn0030792	CG4789
FBgn0031563	FBgn0031563	FBgn0031563	CG10031
FBgn0001323	FBgn0001323	FBgn0001323	knrl
FBgn0032249	FBgn0032249	FBgn0032249	TBC1D16
FBgn0039674	FBgn0039674	FBgn0039674	CG1907
FBgn0021953	FBgn0267828	FBgn0267828	Fatp
FBgn0033475	FBgn0033475	FBgn0033475	CG12129
FBgn0034861	FBgn0034861	FBgn0034861	CG9815
FBgn0000384	FBgn0000384	FBgn0000384	cta
FBgn0050096	FBgn0050096	FBgn0050096	CG30096
FBgn0064121	FBgn0263993	FBgn0263993	CG43736
FBgn0032240	FBgn0032240	FBgn0032240	CG17768
FBgn0041588	FBgn0041588	FBgn0041588	eIF2D
FBgn0037894	FBgn0037894	FBgn0037894	Ranbp9
FBgn0014342	FBgn0014342	FBgn0014342	mia
FBgn0010041	FBgn0010041	FBgn0010041	GstD5
FBgn0026395	FBgn0026395	FBgn0026395	Or23a
FBgn0033215	FBgn0033215	FBgn0033215	CG1942
FBgn0037814	FBgn0037814	FBgn0037814	CG6325
FBgn0031773	FBgn0031773	FBgn0031773	Fbw5
FBgn0034703	FBgn0034703	FBgn0034703	CG3045
FBgn0033679	FBgn0033679	FBgn0033679	CG8888
FBgn0031538	FBgn0031538	FBgn0031538	CG3246
FBgn0031498	FBgn0031498	FBgn0031498	CG17260
FBgn0085274	FBgn0085274	FBgn0085274	CG34245
FBgn0053557	FBgn0053557	FBgn0053557	CG33557
FBgn0052103	FBgn0052103	FBgn0052103	CG32103
FBgn0052631	FBgn0052631	FBgn0052631	CG32631
FBgn0035588	FBgn0035588	FBgn0035588	CG10672
FBgn0033919	FBgn0033919	FBgn0033919	CG8547
FBgn0026620	FBgn0026620	FBgn0026620	tacc
FBgn0051612	FBgn0051612	FBgn0051612	CG31612
FBgn0053626	FBgn0053626	FBgn0053626	CG33626
FBgn0046222	FBgn0046222	FBgn0046222	CG1109
FBgn0015001	FBgn0015001	FBgn0015001	iotaTry
FBgn0052727	FBgn0265265	FBgn0265265	CG32727
FBgn0033996	FBgn0033996	FBgn0033996	CG11807
FBgn0036546	FBgn0283649	FBgn0283649	elgi
FBgn0259181	FBgn0266801	FBgn0266801	CG45263
FBgn0259219	FBgn0259219	FBgn0259219	CG42319
FBgn0085265	FBgn0085265	FBgn0085265	CG34236
FBgn0032340	FBgn0283682	FBgn0283682	Ge-1
FBgn0003463	FBgn0003463	FBgn0003463	sog
FBgn0051688	FBgn0263355	FBgn0263355	CG31688
FBgn0050104	FBgn0050104	FBgn0050104	NT5E-2
FBgn0043578	FBgn0043578	FBgn0043578	PGRP-SB1
FBgn0035255	FBgn0035255	FBgn0035255	RabX5
FBgn0035929	FBgn0035929	FBgn0035929	CG13311
FBgn0061356	FBgn0061356	FBgn0061356	CG18003
FBgn0016041	FBgn0016041	FBgn0016041	Tom40
FBgn0031988	FBgn0031988	FBgn0031988	CG8668
FBgn0030850	FBgn0030850	FBgn0030850	stas
FBgn0004687	FBgn0004687	FBgn0004687	Mlc-c
FBgn0040268	FBgn0040268	FBgn0040268	Top3alpha
FBgn0061360	FBgn0061360	FBgn0061360	CG33672
FBgn0034394	FBgn0034394	FBgn0034394	CG15096
FBgn0027338	FBgn0027338	FBgn0027338	Kap-alpha3
FBgn0029502	FBgn0029502	FBgn0029502	COQ7
FBgn0031880	FBgn0263027	FBgn0263027	CG43322
FBgn0031880	FBgn0263026	FBgn0263026	CG43321
FBgn0024689	FBgn0024689	FBgn0024689	fws
FBgn0260798	FBgn0260798	FBgn0260798	Gprk1
FBgn0039734	FBgn0039734	FBgn0039734	Tace
FBgn0004198	FBgn0004198	FBgn0004198	ct
FBgn0033687	FBgn0033687	FBgn0033687	CG8407
FBgn0029639	FBgn0029639	FBgn0029639	CG14419
FBgn0031164	FBgn0031164	FBgn0031164	CG1724
FBgn0033458	FBgn0033458	FBgn0033458	CG18446
FBgn0038440	FBgn0038440	FBgn0038440	Gr89a
FBgn0031209	FBgn0031209	FBgn0031209	Ir21a
FBgn0034232	FBgn0034232	FBgn0034232	CG4866
FBgn0038381	FBgn0038381	FBgn0038381	CG3303
FBgn0037063	FBgn0037063	FBgn0037063	CG9391
FBgn0036564	FBgn0263602	FBgn0263602	Tasp1
FBgn0038368	FBgn0263023	FBgn0263023	CG43318
FBgn0038368	FBgn0263022	FBgn0263022	CG43317
FBgn0052106	FBgn0052106	FBgn0052106	CG32106
FBgn0030418	FBgn0030418	FBgn0030418	CG4004
FBgn0035685	FBgn0035685	FBgn0035685	CG13297
FBgn0040528	FBgn0040528	FBgn0040528	CG15864
FBgn0035004	FBgn0035004	FBgn0035004	Pgam5-2
FBgn0039241	FBgn0039241	FBgn0039241	CG11089
FBgn0030594	FBgn0030594	FBgn0030594	CG9509
FBgn0039505	FBgn0039505	FBgn0039505	CG5934
FBgn0041150	FBgn0041150	FBgn0041150	hoe1
FBgn0028407	FBgn0028407	FBgn0028407	Drep3
FBgn0034814	FBgn0034814	FBgn0034814	CG9890
FBgn0015806	FBgn0283472	FBgn0283472	S6k
FBgn0025111	FBgn0025111	FBgn0025111	Ant2
FBgn0260995	FBgn0260995	FBgn0260995	dpr21
FBgn0039124	FBgn0039124	FBgn0039124	tbrd-1
FBgn0050366	FBgn0050366	FBgn0050366	swif
FBgn0028411	FBgn0028411	FBgn0028411	Nxt1
FBgn0051279	FBgn0051279	FBgn0051279	CG31279
FBgn0040502	FBgn0040502	FBgn0040502	CG8343
FBgn0034425	FBgn0034425	FBgn0034425	CG11906
FBgn0035508	FBgn0035508	FBgn0035508	CG15005
FBgn0013576	FBgn0013576	FBgn0013576	mtd
FBgn0032609	FBgn0032609	FBgn0032609	CG13280
FBgn0086370	FBgn0086370	FBgn0086370	sra
FBgn0053007	FBgn0263998	FBgn0263998	Ack-like
FBgn0030342	FBgn0030342	FBgn0030342	CG10347
FBgn0260007	FBgn0260007	FBgn0260007	CG42493
FBgn0031760	FBgn0031760	FBgn0031760	Tsp26A
FBgn0260967	FBgn0260967	FBgn0260967	CG42590
FBgn0047114	FBgn0047114	FBgn0047114	CG31142
FBgn0038325	FBgn0038325	FBgn0038325	Atg4b
FBgn0026263	FBgn0026263	FBgn0026263	bip1
FBgn0051728	FBgn0051728	FBgn0051728	CG31728
FBgn0259113	FBgn0259113	FBgn0259113	DNApol-alpha180
FBgn0035889	FBgn0035889	FBgn0035889	mkg-p
FBgn0020272	FBgn0020272	FBgn0020272	mst
FBgn0030787	FBgn0030787	FBgn0030787	CG9609
FBgn0051516	FBgn0051516	FBgn0051516	CG31516
FBgn0033229	FBgn0033229	FBgn0033229	CG12822
FBgn0033566	FBgn0033566	FBgn0033566	CG18004
FBgn0036893	FBgn0036893	FBgn0036893	CG9376
FBgn0085248	FBgn0085248	FBgn0085248	CG34219
FBgn0086356	FBgn0086356	FBgn0086356	tum
FBgn0001315	FBgn0267433	FBgn0267433	kl-5
FBgn0036395	FBgn0036395	FBgn0036395	CG17361
FBgn0002552	FBgn0002552	FBgn0002552	lin
FBgn0034943	FBgn0034943	FBgn0034943	Fmo-1
FBgn0036402	FBgn0036402	FBgn0036402	CG6650
FBgn0004777	FBgn0004777	FBgn0004777	Ccp84Ag
FBgn0035983	FBgn0035983	FBgn0035983	CG4080
FBgn0036496	FBgn0036496	FBgn0036496	CG7804
FBgn0004380	FBgn0004380	FBgn0004380	Klp64D
FBgn0029646	FBgn0029646	FBgn0029646	CG14423
FBgn0039920	FBgn0039920	FBgn0039920	CG11360
FBgn0038447	FBgn0038447	FBgn0038447	CG14892
FBgn0037489	FBgn0037489	FBgn0037489	CG1234
FBgn0050067	FBgn0050067	FBgn0050067	Obp50a
FBgn0053764	FBgn0053764	FBgn0053764	CG33764
FBgn0053543	FBgn0053543	FBgn0053543	CG33543
FBgn0051922	FBgn0051922	FBgn0051922	CG31922
FBgn0050151	FBgn0050151	FBgn0050151	CG30151
FBgn0033696	FBgn0033696	FBgn0033696	Cyp6g2
FBgn0039261	FBgn0039261	FBgn0039261	CG6422
FBgn0085346	FBgn0085346	FBgn0085346	CG34317
FBgn0024191	FBgn0024191	FBgn0024191	sip1
FBgn0036476	FBgn0036476	FBgn0036476	sstn
FBgn0032193	FBgn0032193	FBgn0032193	CG5727
FBgn0001254	FBgn0001254	FBgn0001254	ImpE2
FBgn0052808	FBgn0052808	FBgn0052808	CG32808
FBgn0030495	FBgn0030495	FBgn0030495	CG11816
FBgn0014466	FBgn0014466	FBgn0014466	Cp7Fc
FBgn0030563	FBgn0030563	FBgn0030563	betaNACtes2
FBgn0031300	FBgn0261938	FBgn0261938	mtRNApol
FBgn0004897	FBgn0004897	FBgn0004897	fd96Ca
FBgn0038301	FBgn0038301	FBgn0038301	CG6654
FBgn0030718	FBgn0030718	FBgn0030718	ND-20
FBgn0038972	FBgn0038972	FBgn0038972	CG7054
FBgn0038695	FBgn0038695	FBgn0038695	CG14280
FBgn0003274	FBgn0003274	FBgn0003274	RpLP2
FBgn0028892	FBgn0028892	FBgn0028892	CG4161
FBgn0035722	FBgn0035722	FBgn0035722	CG10075
FBgn0039159	FBgn0039159	FBgn0039159	mRpS24
FBgn0032701	FBgn0032701	FBgn0032701	CG10341
FBgn0038098	FBgn0038098	FBgn0038098	CG7381
FBgn0020545	FBgn0020545	FBgn0020545	kraken
FBgn0031281	FBgn0031281	FBgn0031281	Saf6
FBgn0037606	FBgn0037606	FBgn0037606	CG8032
FBgn0033889	FBgn0033889	FBgn0033889	CG6701
FBgn0037195	FBgn0037195	FBgn0037195	CG11226
FBgn0035193	FBgn0035193	FBgn0035193	CG9192
FBgn0038170	FBgn0038170	FBgn0038170	CG14367
FBgn0024945	FBgn0024945	FBgn0024945	NitFhit
FBgn0052693	FBgn0052693	FBgn0052693	Gr9a
FBgn0037722	FBgn0037722	FBgn0037722	CG8319
FBgn0046878	FBgn0046878	FBgn0046878	Obp83cd
FBgn0036679	FBgn0036679	FBgn0036679	CG13022
FBgn0051082	FBgn0263289	FBgn0263289	scrib
FBgn0029690	FBgn0029690	FBgn0029690	CG6414
FBgn0037614	FBgn0037614	FBgn0037614	CG8116
FBgn0039064	FBgn0039064	FBgn0039064	CG4467
FBgn0041775	FBgn0041775	FBgn0041775	tral
FBgn0032217	FBgn0032217	FBgn0032217	CG4972
FBgn0003261	FBgn0003261	FBgn0003261	Rm62
FBgn0034180	FBgn0034180	FBgn0034180	Ehbp1
FBgn0083941	FBgn0083941	FBgn0083941	CG34105
FBgn0029951	FBgn0029951	FBgn0029951	CG11369
FBgn0053704	FBgn0053704	FBgn0053704	CG33704
FBgn0035317	FBgn0035317	FBgn0035317	Oseg2
FBgn0034421	FBgn0263395	FBgn0263395	hppy
FBgn0031446	FBgn0031446	FBgn0031446	CG15398
FBgn0026754	FBgn0026754	FBgn0026754	Ugt37c1
FBgn0259144	FBgn0266569	FBgn0266569	CG42259
FBgn0052600	FBgn0052600	FBgn0052600	dpr8
FBgn0038035	FBgn0038035	FBgn0038035	lig3
FBgn0035501	FBgn0035501	FBgn0035501	CG1299
FBgn0035145	FBgn0035145	FBgn0035145	MED14
FBgn0037398	FBgn0037398	FBgn0037398	CG15580
FBgn0031769	FBgn0031769	FBgn0031769	CG9135
FBgn0036951	FBgn0036951	FBgn0036951	CG7017
FBgn0005633	FBgn0005633	FBgn0005633	fln
FBgn0027094	FBgn0027094	FBgn0027094	AlaRS
FBgn0023536	FBgn0023536	FBgn0023536	CG3156
FBgn0037875	FBgn0037875	FBgn0037875	ZnT86D
FBgn0039324	FBgn0039324	FBgn0039324	CG10553
FBgn0015797	FBgn0015797	FBgn0015797	Rab6
FBgn0013726	FBgn0013726	FBgn0013726	pnut
FBgn0039429	FBgn0039429	FBgn0039429	CG14238
FBgn0036616	FBgn0266417	FBgn0266417	CG45057
FBgn0033092	FBgn0033092	FBgn0033092	CG9422
FBgn0043364	FBgn0043364	FBgn0043364	cbt
FBgn0033140	FBgn0033140	FBgn0033140	CG12836
FBgn0000338	FBgn0262975	FBgn0262975	cnc
FBgn0039481	FBgn0039481	FBgn0039481	Cpr97Eb
FBgn0005696	FBgn0005696	FBgn0005696	DNApol-alpha73
FBgn0016919	FBgn0016919	FBgn0016919	nompB
FBgn0039043	FBgn0039043	FBgn0039043	CG17121
FBgn0002715	FBgn0002715	FBgn0002715	mei-S332
FBgn0004373	FBgn0004373	FBgn0004373	fwd
FBgn0250833	FBgn0250833	FBgn0250833	CG34461
FBgn0028541	FBgn0028541	FBgn0028541	TM9SF4
FBgn0051999	FBgn0051999	FBgn0051999	CG31999
FBgn0038319	FBgn0038319	FBgn0038319	mRpL9
FBgn0031412	FBgn0031412	FBgn0031412	CG16995
FBgn0031220	FBgn0031220	FBgn0031220	CG4822
FBgn0027620	FBgn0027620	FBgn0027620	Acf
FBgn0027903	FBgn0027903	FBgn0027903	CG12018
FBgn0035550	FBgn0035550	FBgn0035550	CG11349
FBgn0259236	FBgn0259236	FBgn0259236	comm3
FBgn0038916	FBgn0038916	FBgn0038916	dnd
FBgn0039636	FBgn0039636	FBgn0039636	Atg14
FBgn0004908	FBgn0004908	FBgn0004908	Arl2
FBgn0053194	FBgn0053194	FBgn0053194	CheA29a
FBgn0015521	FBgn0015521	FBgn0015521	RpS21
FBgn0036874	FBgn0036874	FBgn0036874	brv1
FBgn0037779	FBgn0037779	FBgn0037779	CG12811
FBgn0037013	FBgn0037013	FBgn0037013	CG13250
FBgn0028504	FBgn0028504	FBgn0028504	CG12182
FBgn0037312	FBgn0037312	FBgn0037312	CG11999
FBgn0039471	FBgn0039471	FBgn0039471	CG6295
FBgn0037964	FBgn0037964	FBgn0037964	CG14731
FBgn0032507	FBgn0032507	FBgn0032507	CG9377
FBgn0033168	FBgn0033168	FBgn0033168	CG11145
FBgn0053239	FBgn0053239	FBgn0053239	Ste:CG33239
FBgn0030688	FBgn0030688	FBgn0030688	CG8952
FBgn0036829	FBgn0036829	FBgn0036829	Ir75d
FBgn0021825	FBgn0021825	FBgn0021825	DCTN2-p50
FBgn0037085	FBgn0037085	FBgn0037085	Neu2
FBgn0029863	FBgn0029863	FBgn0029863	CG3823
FBgn0032314	FBgn0032314	FBgn0032314	CG7309
FBgn0032813	FBgn0032813	FBgn0032813	CG10262
FBgn0027538	FBgn0027538	FBgn0027538	beta4GalNAcTA
FBgn0037429	FBgn0037429	FBgn0037429	Osi19
FBgn0086779	FBgn0086779	FBgn0086779	step
FBgn0050466	FBgn0050466	FBgn0050466	CG30466
FBgn0037635	FBgn0037635	FBgn0037635	CG9837
FBgn0025458	FBgn0263855	FBgn0263855	BubR1
FBgn0031668	FBgn0031668	FBgn0031668	CG31917
FBgn0025865	FBgn0025865	FBgn0025865	Cortactin
FBgn0260461	FBgn0260461	FBgn0260461	Rcd7
FBgn0260241	FBgn0266195	FBgn0266195	Tgs1
FBgn0037207	FBgn0037207	FBgn0037207	Mes2
FBgn0052462	FBgn0052462	FBgn0052462	CG32462
FBgn0029697	FBgn0029697	FBgn0029697	CG15570
FBgn0038039	FBgn0038039	FBgn0038039	CG5196
FBgn0015010	FBgn0015010	FBgn0015010	Ag5r
FBgn0024995	FBgn0024995	FBgn0024995	CG2680
FBgn0035333	FBgn0035333	FBgn0035333	CG1317
FBgn0039355	FBgn0039355	FBgn0039355	CG4730
FBgn0039486	FBgn0039486	FBgn0039486	caix
FBgn0028691	FBgn0028691	FBgn0028691	Rpn9
FBgn0085465	FBgn0085465	FBgn0085465	CG34436
FBgn0029661	FBgn0029661	FBgn0029661	CG16781
FBgn0086472	FBgn0086472	FBgn0086472	RpS25
FBgn0085204	FBgn0085204	FBgn0085204	CG34175
FBgn0053783	FBgn0053783	FBgn0053783	CG33783
FBgn0014026	FBgn0014026	FBgn0014026	RpL7A
FBgn0014141	FBgn0014141	FBgn0014141	cher
FBgn0029990	FBgn0029990	FBgn0029990	CG2233
FBgn0000244	FBgn0000244	FBgn0000244	by
FBgn0033638	FBgn0033638	FBgn0033638	CG9005
FBgn0051004	FBgn0051004	FBgn0051004	mesh
FBgn0030660	FBgn0030660	FBgn0030660	CG8097
FBgn0011762	FBgn0011762	FBgn0011762	DNApol-alpha50
FBgn0034463	FBgn0034463	FBgn0034463	CG15125
FBgn0051910	FBgn0051910	FBgn0051910	CG31910
FBgn0039164	FBgn0266282	FBgn0266282	jnj
FBgn0051055	FBgn0051055	FBgn0051055	CG31055
FBgn0038341	FBgn0038341	FBgn0038341	AdamTS-A
FBgn0028875	FBgn0028875	FBgn0028875	nAChRalpha5
FBgn0034069	FBgn0034069	FBgn0034069	CG8401
FBgn0037700	FBgn0037700	FBgn0037700	CG8149
FBgn0028327	FBgn0028327	FBgn0028327	l(1)G0320
FBgn0015277	FBgn0015277	FBgn0015277	Pi3K59F
FBgn0034072	FBgn0034072	FBgn0034072	Dg
FBgn0260003	FBgn0260003	FBgn0260003	Dys
FBgn0035162	FBgn0035162	FBgn0035162	CG13900
FBgn0037147	FBgn0037147	FBgn0037147	CG7140
FBgn0038960	FBgn0038960	FBgn0038960	CG13855
FBgn0003174	FBgn0003174	FBgn0003174	pwn
FBgn0024814	FBgn0024814	FBgn0024814	Clc
FBgn0039770	FBgn0039770	FBgn0039770	CG15537
FBgn0038945	FBgn0038945	FBgn0038945	CG5386
FBgn0034741	FBgn0034741	FBgn0034741	CG4269
FBgn0039627	FBgn0039627	FBgn0039627	CG11837
FBgn0031976	FBgn0031976	FBgn0031976	CG7367
FBgn0003279	FBgn0003279	FBgn0003279	RpL4
FBgn0034520	FBgn0034520	FBgn0034520	lms
FBgn0039017	FBgn0039017	FBgn0039017	CG6985
FBgn0028513	FBgn0028513	FBgn0028513	CG9254
FBgn0053474	FBgn0053474	FBgn0053474	CG33474
FBgn0010083	FBgn0262601	FBgn0262601	SmB
